Date,Ticker,Weight
01-01-2004,EIDPARRY.NS,0
01-01-2004,EIHOTEL.NS,0
01-01-2004,EPL.NS,0
01-01-2004,EASEMYTRIP.NS,0
01-01-2004,EDELWEISS.NS,0
01-01-2004,EICHERMOT.NS,0
01-01-2004,ELGIEQUIP.NS,0
01-01-2004,EMAMILTD.NS,0
01-01-2004,ENDURANCE.NS,0
01-01-2004,ENGINERSIN.NS,0
01-01-2004,EQUITASBNK.NS,0
01-01-2004,ESCORTS.NS,0
01-01-2004,EXIDEIND.NS,0
01-01-2004,FDC.NS,0
01-01-2004,NYKAA.NS,0
01-01-2004,FEDERALBNK.NS,0
01-01-2004,FACT.NS,0
01-01-2004,FINEORG.NS,0
01-01-2004,FINCABLES.NS,0
01-01-2004,FINPIPE.NS,0
01-01-2004,FSL.NS,0
01-01-2004,FORTIS.NS,0
01-01-2004,GRINFRA.NS,0
01-01-2004,GAIL.NS,0
01-01-2004,GMMPFAUDLR.NS,0
01-01-2004,GMRINFRA.NS,0
01-01-2004,GALAXYSURF.NS,0
01-01-2004,GARFIBRES.NS,0
01-01-2004,GICRE.NS,0
01-01-2004,GLAND.NS,0
01-01-2004,GLAXO.NS,0
01-01-2004,GLENMARK.NS,0
01-01-2004,GOCOLORS.NS,0
01-01-2004,GODFRYPHLP.NS,0
01-01-2004,GODREJAGRO.NS,0
01-01-2004,GODREJCP.NS,0
01-01-2004,GODREJIND.NS,0
01-01-2004,GODREJPROP.NS,0
01-01-2004,GRANULES.NS,0
01-01-2004,GRAPHITE.NS,0
01-01-2004,GRASIM.NS,0
01-01-2004,GESHIP.NS,0
01-01-2004,GREENPANEL.NS,0
01-01-2004,GRINDWELL.NS,0
01-01-2004,GUJALKALI.NS,0
01-01-2004,GAEL.NS,0
01-01-2004,FLUOROCHEM.NS,0
01-01-2004,GUJGASLTD.NS,0
01-01-2004,GNFC.NS,0
01-01-2004,GPPL.NS,0
01-01-2004,GSFC.NS,0
01-01-2004,GSPL.NS,0
01-01-2004,HEG.NS,0
01-01-2004,HCLTECH.NS,0
01-01-2004,HDFCAMC.NS,0
01-01-2004,HDFCBANK.NS,0
01-01-2004,HDFCLIFE.NS,0
01-01-2004,HFCL.NS,0
01-01-2004,HLEGLAS.NS,0
01-01-2004,HAPPSTMNDS.NS,0
01-01-2004,HATSUN.NS,0
01-01-2004,HAVELLS.NS,0
01-01-2004,HEROMOTOCO.NS,0
01-01-2004,HIKAL.NS,0
01-01-2004,HINDALCO.NS,0
01-01-2004,HGS.NS,0
01-01-2004,HAL.NS,0
01-01-2004,HINDCOPPER.NS,0
01-01-2004,HINDPETRO.NS,0
01-01-2004,HINDUNILVR.NS,0
01-01-2004,HINDZINC.NS,0
01-01-2004,POWERINDIA.NS,0
01-01-2004,HOMEFIRST.NS,0
01-01-2004,HONAUT.NS,0
01-01-2004,HUDCO.NS,0
01-01-2004,HDFC.NS,0
01-01-2004,ICICIBANK.NS,0
01-01-2004,ICICIGI.NS,0
01-01-2004,ICICIPRULI.NS,0
01-01-2004,ISEC.NS,0
01-01-2004,IDBI.NS,0
01-01-2004,IDFCFIRSTB.NS,0
01-01-2004,IDFC.NS,0
01-01-2004,IFBIND.NS,0
01-01-2004,IIFL.NS,0
01-01-2004,IIFLWAM.NS,0
01-01-2004,IRB.NS,0
01-01-2004,ITC.NS,0
01-01-2004,ITI.NS,0
01-01-2004,INDIACEM.NS,0
01-01-2004,IBULHSGFIN.NS,0
01-01-2004,IBREALEST.NS,0
01-01-2004,INDIAMART.NS,0
01-01-2004,INDIANB.NS,0
01-01-2004,IEX.NS,0
01-01-2004,INDHOTEL.NS,0
01-01-2004,IOC.NS,0
01-01-2004,IOB.NS,0
01-01-2004,IRCTC.NS,0
01-01-2004,IRFC.NS,0
01-01-2004,INDIGOPNTS.NS,0
01-01-2004,INDOCO.NS,0
01-01-2004,IGL.NS,0
01-01-2004,INDUSTOWER.NS,0
01-01-2004,INDUSINDBK.NS,0
01-01-2004,INFIBEAM.NS,0
01-01-2004,NAUKRI.NS,0
01-01-2004,INFY.NS,0
01-01-2004,INOXLEISUR.NS,0
01-01-2004,INTELLECT.NS,0
01-01-2004,INDIGO.NS,0
01-01-2004,IPCALAB.NS,0
01-01-2004,JBCHEPHARM.NS,0
01-01-2004,JKCEMENT.NS,0
01-01-2004,JBMA.NS,0
01-01-2004,JKLAKSHMI.NS,0
01-01-2004,JKPAPER.NS,0
01-01-2004,JMFINANCIL.NS,0
01-01-2004,JSWENERGY.NS,0
01-01-2004,JSWSTEEL.NS,0
01-01-2004,JAMNAAUTO.NS,0
01-01-2004,JSL.NS,0
01-01-2004,JINDALSTEL.NS,0
01-01-2004,JUBLFOOD.NS,0
01-01-2004,JUBLINGREA.NS,0
01-01-2004,JUBLPHARMA.NS,0
01-01-2004,JUSTDIAL.NS,0
01-01-2004,JYOTHYLAB.NS,0
01-01-2004,KPRMILL.NS,0
01-01-2004,KEI.NS,0
01-01-2004,KNRCON.NS,0
01-01-2004,KPITTECH.NS,0
01-01-2004,KRBL.NS,0
01-01-2004,KAJARIACER.NS,0
01-01-2004,KALPATPOWR.NS,0
01-01-2004,KALYANKJIL.NS,0
01-01-2004,KANSAINER.NS,0
01-01-2004,KARURVYSYA.NS,0
01-01-2004,KEC.NS,0
01-01-2004,KOTAKBANK.NS,0
01-01-2004,KIMS.NS,0
01-01-2004,L&TFH.NS,0
01-01-2004,LTTS.NS,0
01-01-2004,LICHSGFIN.NS,0
01-01-2004,LAXMIMACH.NS,0
01-01-2004,LTI.NS,0
01-01-2004,LT.NS,0
01-01-2004,LATENTVIEW.NS,0
01-01-2004,LAURUSLABS.NS,0
01-01-2004,LXCHEM.NS,0
01-01-2004,LICI.NS,0
01-01-2004,LINDEINDIA.NS,0
01-01-2004,LUPIN.NS,0
01-01-2004,LUXIND.NS,0
01-01-2004,MMTC.NS,0
01-01-2004,MOIL.NS,0
01-01-2004,MRF.NS,0
01-01-2004,MTARTECH.NS,0
01-01-2004,LODHA.NS,0
01-01-2004,MGL.NS,0
01-01-2004,M&MFIN.NS,0
01-01-2004,M&M.NS,0
01-01-2004,MAHINDCIE.NS,0
01-01-2004,MHRIL.NS,0
01-01-2004,MAHLIFE.NS,0
01-01-2004,MAHLOG.NS,0
01-01-2004,MANAPPURAM.NS,0
01-01-2004,MRPL.NS,0
01-01-2004,MARICO.NS,0
01-01-2004,MARUTI.NS,0
01-01-2004,MASTEK.NS,0
01-01-2004,MFSL.NS,0
01-01-2004,MAXHEALTH.NS,0
01-01-2004,MAZDOCK.NS,0
01-01-2004,MEDPLUS.NS,0
01-01-2004,METROBRAND.NS,0
01-01-2004,METROPOLIS.NS,0
01-01-2004,MSUMI.NS,0
01-01-2004,MOTILALOFS.NS,0
01-01-2004,MPHASIS.NS,0
01-01-2004,MCX.NS,0
01-01-2004,MUTHOOTFIN.NS,0
01-01-2004,NATCOPHARM.NS,0
01-01-2004,NBCC.NS,0
01-01-2004,NCC.NS,0
01-01-2004,NHPC.NS,0
01-01-2004,NIITLTD.NS,0
01-01-2004,NLCINDIA.NS,0
01-01-2004,NOCIL.NS,0
01-01-2004,NTPC.NS,0
01-01-2004,NH.NS,0
01-01-2004,NATIONALUM.NS,0
01-01-2004,NAVINFLUOR.NS,0
01-01-2004,NAZARA.NS,0
01-01-2004,NESTLEIND.NS,0
01-01-2004,NETWORK18.NS,0
01-01-2004,NAM-INDIA.NS,0
01-01-2004,NUVOCO.NS,0
01-01-2004,OBEROIRLTY.NS,0
01-01-2004,ONGC.NS,0
01-01-2004,OIL.NS,0
01-01-2004,OLECTRA.NS,0
01-01-2004,PAYTM.NS,0
01-01-2004,OFSS.NS,0
01-01-2004,ORIENTELEC.NS,0
01-01-2004,POLICYBZR.NS,0
01-01-2004,PCBL.NS,0
01-01-2004,PIIND.NS,0
01-01-2004,PNBHOUSING.NS,0
01-01-2004,PNCINFRA.NS,0
01-01-2004,PVR.NS,0
01-01-2004,PAGEIND.NS,0
01-01-2004,PATANJALI.NS,0
01-01-2004,PERSISTENT.NS,0
01-01-2004,PETRONET.NS,0
01-01-2004,PFIZER.NS,0
01-01-2004,PHOENIXLTD.NS,0
01-01-2004,PIDILITIND.NS,0
01-01-2004,POLYMED.NS,0
01-01-2004,POLYCAB.NS,0
01-01-2004,POLYPLEX.NS,0
01-01-2004,POONAWALLA.NS,0
01-01-2004,PFC.NS,0
01-01-2004,POWERGRID.NS,0
01-01-2004,PRAJIND.NS,0
01-01-2004,PRESTIGE.NS,0
01-01-2004,PRINCEPIPE.NS,0
01-01-2004,PRSMJOHNSN.NS,0
01-01-2004,PRIVISCL.NS,0
01-01-2004,PGHL.NS,0
01-01-2004,PGHH.NS,0
01-01-2004,PNB.NS,0
01-01-2004,QUESS.NS,0
01-01-2004,RBLBANK.NS,0
01-01-2004,RECLTD.NS,0
01-01-2004,RHIM.NS,0
01-01-2004,RITES.NS,0
01-01-2004,RADICO.NS,0
01-01-2004,RVNL.NS,0
01-01-2004,RAIN.NS,0
01-01-2004,RAJESHEXPO.NS,0
01-01-2004,RALLIS.NS,0
01-01-2004,RCF.NS,0
01-01-2004,RATNAMANI.NS,0
01-01-2004,RTNINDIA.NS,0
01-01-2004,RAYMOND.NS,0
01-01-2004,REDINGTON.NS,0
01-01-2004,RELAXO.NS,0
01-01-2004,RELIANCE.NS,0
01-01-2004,RBA.NS,0
01-01-2004,ROSSARI.NS,0
01-01-2004,ROUTE.NS,0
01-01-2004,SBICARD.NS,0
01-01-2004,SBILIFE.NS,0
01-01-2004,SIS.NS,0
01-01-2004,SJVN.NS,0
01-01-2004,SKFINDIA.NS,0
01-01-2004,SRF.NS,0
01-01-2004,MOTHERSON.NS,0
01-01-2004,SANOFI.NS,0
01-01-2004,SAPPHIRE.NS,0
01-01-2004,SAREGAMA.NS,0
01-01-2004,SCHAEFFLER.NS,0
01-01-2004,SHARDACROP.NS,0
01-01-2004,SFL.NS,0
01-01-2004,SHILPAMED.NS,0
01-01-2004,SCI.NS,0
01-01-2004,SHOPERSTOP.NS,0
01-01-2004,SHREECEM.NS,0
01-01-2004,RENUKA.NS,0
01-01-2004,SRTRANSFIN.NS,0
01-01-2004,SHYAMMETL.NS,0
01-01-2004,SIEMENS.NS,0
01-01-2004,SOBHA.NS,0
01-01-2004,SOLARINDS.NS,0
01-01-2004,SONACOMS.NS,0
01-01-2004,SONATSOFTW.NS,0
01-01-2004,STARHEALTH.NS,0
01-01-2004,SBIN.NS,0
01-01-2004,SAIL.NS,0
01-01-2004,SWSOLAR.NS,0
01-01-2004,STLTECH.NS,0
01-01-2004,SUDARSCHEM.NS,0
01-01-2004,SUMICHEM.NS,0
01-01-2004,SPARC.NS,0
01-01-2004,SUNPHARMA.NS,0
01-01-2004,SUNTV.NS,0
01-01-2004,SUNDARMFIN.NS,0
01-01-2004,SUNDRMFAST.NS,0
01-01-2004,SUNTECK.NS,0
01-01-2004,SUPRAJIT.NS,0
01-01-2004,SUPREMEIND.NS,0
01-01-2004,SUVENPHAR.NS,0
01-01-2004,SUZLON.NS,0
01-01-2004,SWANENERGY.NS,0
01-01-2004,SYMPHONY.NS,0
01-01-2004,SYNGENE.NS,0
01-01-2004,TCIEXP.NS,0
01-01-2004,TCNSBRANDS.NS,0
01-01-2004,TTKPRESTIG.NS,0
01-01-2004,TV18BRDCST.NS,0
01-01-2004,TVSMOTOR.NS,0
01-01-2004,TANLA.NS,0
01-01-2004,TATACHEM.NS,0
01-01-2004,TATACOFFEE.NS,0
01-01-2004,TATACOMM.NS,0
01-01-2004,TCS.NS,0
01-01-2004,TATACONSUM.NS,0
01-01-2004,TATAELXSI.NS,0
01-01-2004,TATAINVEST.NS,0
01-01-2004,TATAMTRDVR.NS,0
01-01-2004,TATAMOTORS.NS,0
01-01-2004,TATAPOWER.NS,0
01-01-2004,TATASTEEL.NS,0
01-01-2004,TTML.NS,0
01-01-2004,TEAMLEASE.NS,0
01-01-2004,TECHM.NS,0
01-01-2004,TEJASNET.NS,0
01-01-2004,NIACL.NS,0
01-01-2004,RAMCOCEM.NS,0
01-01-2004,THERMAX.NS,0
01-01-2004,THYROCARE.NS,0
01-01-2004,TIMKEN.NS,0
01-01-2004,TITAN.NS,0
01-01-2004,TORNTPHARM.NS,0
01-01-2004,TORNTPOWER.NS,0
01-01-2004,TCI.NS,0
01-01-2004,TRENT.NS,0
01-01-2004,TRIDENT.NS,0
01-01-2004,TRIVENI.NS,0
01-01-2004,TRITURBINE.NS,0
01-01-2004,TIINDIA.NS,0
01-01-2004,UFLEX.NS,0
01-01-2004,UNOMINDA.NS,0
01-01-2004,UPL.NS,0
01-01-2004,UTIAMC.NS,0
01-01-2004,ULTRACEMCO.NS,0
01-01-2004,UNIONBANK.NS,0
01-01-2004,UBL.NS,0
01-01-2004,MCDOWELL-N.NS,0
01-01-2004,VGUARD.NS,0
01-01-2004,VMART.NS,0
01-01-2004,VIPIND.NS,0
01-01-2004,VAIBHAVGBL.NS,0
01-01-2004,VTL.NS,0
01-01-2004,VARROC.NS,0
01-01-2004,VBL.NS,0
01-01-2004,MANYAVAR.NS,0
01-01-2004,VEDL.NS,0
01-01-2004,VIJAYA.NS,0
01-01-2004,VINATIORGA.NS,0
01-01-2004,IDEA.NS,0
01-01-2004,VOLTAS.NS,0
01-01-2004,WELCORP.NS,0
01-01-2004,WELSPUNIND.NS,0
01-01-2004,WESTLIFE.NS,0
01-01-2004,WHIRLPOOL.NS,0
01-01-2004,WIPRO.NS,0
01-01-2004,WOCKPHARMA.NS,0
01-01-2004,YESBANK.NS,0
01-01-2004,ZFCVINDIA.NS,0
01-01-2004,ZEEL.NS,0
01-01-2004,ZENSARTECH.NS,0
01-01-2004,ZOMATO.NS,0
01-01-2004,ZYDUSLIFE.NS,0
01-01-2004,ZYDUSWELL.NS,0
01-01-2004,ECLERX.NS,0
01-03-2004,BHARTIARTL.NS,0.333333333
01-03-2004,MARUTI.NS,0.333333333
01-03-2004,RAJESHEXPO.NS,0.333333333
01-05-2004,ADANIENT.NS,0.04
01-05-2004,ALOKINDS.NS,0.04
01-05-2004,APOLLOHOSP.NS,0.04
01-05-2004,BAJAJ-AUTO.NS,0.04
01-05-2004,BAJAJFINSV.NS,0.04
01-05-2004,BAJAJHLDNG.NS,0.04
01-05-2004,CANBK.NS,0.04
01-05-2004,EPL.NS,0.04
01-05-2004,EXIDEIND.NS,0.04
01-05-2004,FEDERALBNK.NS,0.04
01-05-2004,GLENMARK.NS,0.04
01-05-2004,GAEL.NS,0.04
01-05-2004,IOB.NS,0.04
01-05-2004,KARURVYSYA.NS,0.04
01-05-2004,LUPIN.NS,0.04
01-05-2004,NCC.NS,0.04
01-05-2004,PRAJIND.NS,0.04
01-05-2004,PNB.NS,0.04
01-05-2004,RAJESHEXPO.NS,0.04
01-05-2004,SANOFI.NS,0.04
01-05-2004,STLTECH.NS,0.04
01-05-2004,SUPREMEIND.NS,0.04
01-05-2004,TATACHEM.NS,0.04
01-05-2004,VIPIND.NS,0.04
01-05-2004,ZEEL.NS,0.04
01-07-2004,FINPIPE.NS,0.142857143
01-07-2004,GESHIP.NS,0.142857143
01-07-2004,HDFCBANK.NS,0.142857143
01-07-2004,HEROMOTOCO.NS,0.142857143
01-07-2004,MASTEK.NS,0.142857143
01-07-2004,OFSS.NS,0.142857143
01-07-2004,TATAELXSI.NS,0.142857143
01-09-2004,3MINDIA.NS,0.016393443
01-09-2004,ACC.NS,0.016393443
01-09-2004,AEGISCHEM.NS,0.016393443
01-09-2004,AJANTPHARM.NS,0.016393443
01-09-2004,AMARAJABAT.NS,0.016393443
01-09-2004,ASAHIINDIA.NS,0.016393443
01-09-2004,ASTRAZEN.NS,0.016393443
01-09-2004,BALRAMCHIN.NS,0.016393443
01-09-2004,BATAINDIA.NS,0.016393443
01-09-2004,BERGEPAINT.NS,0.016393443
01-09-2004,BHARATFORG.NS,0.016393443
01-09-2004,BLUEDART.NS,0.016393443
01-09-2004,CGPOWER.NS,0.016393443
01-09-2004,CARBORUNIV.NS,0.016393443
01-09-2004,CHOLAHLDNG.NS,0.016393443
01-09-2004,CONCOR.NS,0.016393443
01-09-2004,DCMSHRIRAM.NS,0.016393443
01-09-2004,EIDPARRY.NS,0.016393443
01-09-2004,EXIDEIND.NS,0.016393443
01-09-2004,GLENMARK.NS,0.016393443
01-09-2004,GODREJCP.NS,0.016393443
01-09-2004,GUJALKALI.NS,0.016393443
01-09-2004,HCLTECH.NS,0.016393443
01-09-2004,HAVELLS.NS,0.016393443
01-09-2004,HIKAL.NS,0.016393443
01-09-2004,HGS.NS,0.016393443
01-09-2004,INDIACEM.NS,0.016393443
01-09-2004,JUBLPHARMA.NS,0.016393443
01-09-2004,KAJARIACER.NS,0.016393443
01-09-2004,KANSAINER.NS,0.016393443
01-09-2004,LAXMIMACH.NS,0.016393443
01-09-2004,LT.NS,0.016393443
01-09-2004,LINDEINDIA.NS,0.016393443
01-09-2004,LUPIN.NS,0.016393443
01-09-2004,MRF.NS,0.016393443
01-09-2004,NATCOPHARM.NS,0.016393443
01-09-2004,NCC.NS,0.016393443
01-09-2004,POLYPLEX.NS,0.016393443
01-09-2004,PRAJIND.NS,0.016393443
01-09-2004,PRSMJOHNSN.NS,0.016393443
01-09-2004,PGHH.NS,0.016393443
01-09-2004,RADICO.NS,0.016393443
01-09-2004,MOTHERSON.NS,0.016393443
01-09-2004,SAREGAMA.NS,0.016393443
01-09-2004,SCHAEFFLER.NS,0.016393443
01-09-2004,SHREECEM.NS,0.016393443
01-09-2004,SIEMENS.NS,0.016393443
01-09-2004,SUNPHARMA.NS,0.016393443
01-09-2004,TTKPRESTIG.NS,0.016393443
01-09-2004,TCS.NS,0.016393443
01-09-2004,RAMCOCEM.NS,0.016393443
01-09-2004,TRENT.NS,0.016393443
01-09-2004,UPL.NS,0.016393443
01-09-2004,MCDOWELL-N.NS,0.016393443
01-09-2004,VIPIND.NS,0.016393443
01-09-2004,VTL.NS,0.016393443
01-09-2004,VOLTAS.NS,0.016393443
01-09-2004,WIPRO.NS,0.016393443
01-09-2004,ZFCVINDIA.NS,0.016393443
01-09-2004,ZENSARTECH.NS,0.016393443
01-09-2004,ZYDUSLIFE.NS,0.016393443
01-11-2004,AMARAJABAT.NS,0.034482759
01-11-2004,AXISBANK.NS,0.034482759
01-11-2004,BHARATFORG.NS,0.034482759
01-11-2004,BHEL.NS,0.034482759
01-11-2004,BHARTIARTL.NS,0.034482759
01-11-2004,BSOFT.NS,0.034482759
01-11-2004,BLUESTARCO.NS,0.034482759
01-11-2004,CCL.NS,0.034482759
01-11-2004,CRISIL.NS,0.034482759
01-11-2004,GODREJCP.NS,0.034482759
01-11-2004,GUJALKALI.NS,0.034482759
01-11-2004,HAVELLS.NS,0.034482759
01-11-2004,KALPATPOWR.NS,0.034482759
01-11-2004,NATCOPHARM.NS,0.034482759
01-11-2004,NCC.NS,0.034482759
01-11-2004,PRAJIND.NS,0.034482759
01-11-2004,RADICO.NS,0.034482759
01-11-2004,RAJESHEXPO.NS,0.034482759
01-11-2004,SKFINDIA.NS,0.034482759
01-11-2004,SCHAEFFLER.NS,0.034482759
01-11-2004,SCI.NS,0.034482759
01-11-2004,SUNPHARMA.NS,0.034482759
01-11-2004,TCS.NS,0.034482759
01-11-2004,TITAN.NS,0.034482759
01-11-2004,TORNTPHARM.NS,0.034482759
01-11-2004,TCI.NS,0.034482759
01-11-2004,ULTRACEMCO.NS,0.034482759
01-11-2004,VIPIND.NS,0.034482759
01-11-2004,VTL.NS,0.034482759
01-01-2005,ACC.NS,0.008264463
01-01-2005,ADANIENT.NS,0.008264463
01-01-2005,AJANTPHARM.NS,0.008264463
01-01-2005,AMBUJACEM.NS,0.008264463
01-01-2005,ASAHIINDIA.NS,0.008264463
01-01-2005,ASHOKLEY.NS,0.008264463
01-01-2005,ASIANPAINT.NS,0.008264463
01-01-2005,BAJAJ-AUTO.NS,0.008264463
01-01-2005,BAJAJFINSV.NS,0.008264463
01-01-2005,BAJAJHLDNG.NS,0.008264463
01-01-2005,BALRAMCHIN.NS,0.008264463
01-01-2005,BANKBARODA.NS,0.008264463
01-01-2005,BANKINDIA.NS,0.008264463
01-01-2005,MAHABANK.NS,0.008264463
01-01-2005,BATAINDIA.NS,0.008264463
01-01-2005,BERGEPAINT.NS,0.008264463
01-01-2005,BEL.NS,0.008264463
01-01-2005,BHARATFORG.NS,0.008264463
01-01-2005,BHEL.NS,0.008264463
01-01-2005,BHARATRAS.NS,0.008264463
01-01-2005,BHARTIARTL.NS,0.008264463
01-01-2005,BIRLACORPN.NS,0.008264463
01-01-2005,BOSCHLTD.NS,0.008264463
01-01-2005,BRITANNIA.NS,0.008264463
01-01-2005,CGPOWER.NS,0.008264463
01-01-2005,CANBK.NS,0.008264463
01-01-2005,CARBORUNIV.NS,0.008264463
01-01-2005,CENTURYTEX.NS,0.008264463
01-01-2005,CHAMBLFERT.NS,0.008264463
01-01-2005,CHOLAFIN.NS,0.008264463
01-01-2005,CIPLA.NS,0.008264463
01-01-2005,CUB.NS,0.008264463
01-01-2005,COLPAL.NS,0.008264463
01-01-2005,CONCOR.NS,0.008264463
01-01-2005,DHANI.NS,0.008264463
01-01-2005,DIVISLAB.NS,0.008264463
01-01-2005,DRREDDY.NS,0.008264463
01-01-2005,EIDPARRY.NS,0.008264463
01-01-2005,EPL.NS,0.008264463
01-01-2005,EICHERMOT.NS,0.008264463
01-01-2005,EXIDEIND.NS,0.008264463
01-01-2005,FDC.NS,0.008264463
01-01-2005,FEDERALBNK.NS,0.008264463
01-01-2005,FINCABLES.NS,0.008264463
01-01-2005,GAIL.NS,0.008264463
01-01-2005,GODFRYPHLP.NS,0.008264463
01-01-2005,GRASIM.NS,0.008264463
01-01-2005,GSFC.NS,0.008264463
01-01-2005,HAVELLS.NS,0.008264463
01-01-2005,HEROMOTOCO.NS,0.008264463
01-01-2005,HONAUT.NS,0.008264463
01-01-2005,ICICIBANK.NS,0.008264463
01-01-2005,IDBI.NS,0.008264463
01-01-2005,ITC.NS,0.008264463
01-01-2005,ITI.NS,0.008264463
01-01-2005,INDIACEM.NS,0.008264463
01-01-2005,IBREALEST.NS,0.008264463
01-01-2005,INDHOTEL.NS,0.008264463
01-01-2005,IOB.NS,0.008264463
01-01-2005,IGL.NS,0.008264463
01-01-2005,INDUSINDBK.NS,0.008264463
01-01-2005,IPCALAB.NS,0.008264463
01-01-2005,JSWSTEEL.NS,0.008264463
01-01-2005,JINDALSTEL.NS,0.008264463
01-01-2005,KANSAINER.NS,0.008264463
